Date,Open,High,Low,Close,Volume,Symbol,7ma,14ma,21ma,7macd,14macd,7rsi,14rsi,21rsi,7atr,14atr,21atr,7upper,7lower,14upper,14lower,21upper,21lower,7rsv,14rsv,21rsv
2015-02-02,29.51,29.79,29.02,29.66,250956400,AAPL,28.882369303411945,28.398893474115443,28.189113996189107,-0.6002621100212469,-0.30685227891048034,191.02564102564122,205.10638297872345,,0.711428571428572,0.7064285714285715,0.7323809523809521,30.529708073854717,26.99029192614528,30.106631126979213,25.920511730163643,29.713024393270793,25.79840417815778,97.13114754098359,97.8328173374613,97.8328173374613
2015-02-03,29.62,29.77,29.4,29.66,207662992,AAPL,29.077124382977797,28.574583109269472,28.341558042968597,-0.6475220222673821,-0.3665780954326058,200.70921985815613,217.0616113744077,268.66952789699576,0.6842857142857147,0.6635714285714288,0.7014285714285713,30.78052829643644,27.1423288464207,30.411728216820045,25.916843211751377,29.980519389382543,25.752813943950784,97.13114754098359,97.8328173374613,97.8328173374613
2015-02-04,29.62,30.13,29.58,29.89,280598976,AAPL,29.280615528887836,28.756749478419785,28.500022513784362,-0.679242002812333,-0.4239132225865666,187.6543209876544,197.1311475409836,194.89489489489495,0.7071428571428575,0.6671428571428574,0.689047619047619,31.013652364208276,27.37206192150601,30.72174135560116,25.9554015015417,30.22525281380358,25.82522337667261,100.0,100.0,100.0
2015-02-05,30.0,30.06,29.81,29.98,168984976,AAPL,29.45563726194621,28.925283784722506,28.64976902580241,-0.6926510728369683,-0.4765373761128271,116.35687732342012,149.39024390243904,192.66862170087984,0.6200000000000004,0.6235714285714289,0.6676190476190476,30.367898975105344,28.786386739180376,30.906509658964467,26.239204626749817,30.43928425152397,25.93595384371412,100.0,100.0,100.0
2015-02-06,30.0,30.06,29.61,29.73,174826272,AAPL,29.524279602804228,29.035663838020877,28.757957174845405,-0.6622621479888849,-0.5162861581810523,176.66666666666663,151.70278637770903,222.22222222222243,0.5842857142857143,0.6135714285714288,0.670952380952381,30.14341390003991,29.268014671388663,30.878796823452774,26.72834603369008,30.59211415626631,26.048838224686076,63.768115942029056,91.07142857142857,92.816091954023
2015-02-09,29.64,29.96,29.61,29.93,155559184,AAPL,29.625766982350843,29.157868317764297,28.87426541844019,-0.6272775571230975,-0.5484266189013411,445.0000000000019,160.72727272727278,273.9795918367348,0.5042857142857144,0.5957142857142862,0.6466666666666667,30.20430091160824,29.26427051696319,30.928650385034132,27.071349614965868,30.78389370957573,26.043725338043316,92.75362318840571,98.14126394052042,98.56321839080458
2015-02-10,30.04,30.54,30.04,30.5,248034016,AAPL,29.8444177928965,29.34065586708317,29.034263775500655,-0.6323714319883991,-0.5840717872507856,120.66115702479337,153.69774919614153,236.4000000000002,0.46285714285714313,0.581428571428572,0.6342857142857145,30.490891008970117,29.323394705315607,31.06655526841566,27.37773044587006,31.061486359307374,26.004227926406905,100.0,100.0,100.0
2015-02-11,30.69,31.23,30.62,31.22,294247200,AAPL,30.1884225590549,29.59587784966869,29.247772477155937,-0.6955115748616895,-0.6324964571731715,116.02564102564104,153.52564102564114,169.56521739130443,0.4400000000000003,0.5757142857142862,0.6176190476190477,31.23332829807503,29.02667170192497,31.452137264862568,27.437862735137426,31.4381350009602,25.999960237135042,100.0,100.0,100.0
2015-02-12,31.52,31.87,31.39,31.61,297897856,AAPL,30.543901562202368,29.868729135939663,29.476968836747204,-0.7814764156380479,-0.6913491412489634,112.82051282051282,149.70238095238102,166.9950738916257,0.4557142857142859,0.5700000000000003,0.5942857142857145,31.88104909434102,28.936093762801836,31.872077431712853,27.497922568287144,31.850856099540817,25.973905805221083,100.0,100.0,100.0
2015-02-13,31.82,31.82,31.41,31.77,217088880,AAPL,30.850480921234514,30.12574364228502,29.69809885676331,-0.8536095393696634,-0.7536717442040568,113.29787234042554,147.71428571428578,160.64814814814815,0.43571428571428583,0.5714285714285717,0.5900000000000002,32.37654331164487,28.97774240264084,32.223146713962066,27.646853286037935,32.22653291028762,26.009657565902863,100.0,100.0,100.0
2015-02-17,31.87,32.22,31.73,31.96,252609616,AAPL,31.12789784719675,30.373241963157703,29.915027954090984,-0.9043561861917397,-0.8156318787964741,112.62626262626262,114.77516059957176,135.55133079847909,0.46999999999999986,0.5450000000000002,0.5723809523809525,32.773210780172306,29.146789219827696,32.23463515933058,28.302507697812274,32.50620292837688,26.230939928765974,100.0,100.0,100.0
2015-02-18,31.91,32.2,31.86,32.18,179566944,AAPL,31.390949809605278,30.616640996772315,30.131171594059442,-0.9372681004834258,-0.875465451939008,100.0,120.59701492537316,129.40140845070425,0.45428571428571474,0.5192857142857145,0.5604761904761908,32.95308652642916,29.666913473570848,32.53422454171769,28.4814897439966,32.716799426857364,26.56129581123787,100.0,100.0,100.0
2015-02-19,32.12,32.26,32.08,32.11,149449520,AAPL,31.57072590141234,30.81754243827685,30.319159224611084,-0.9323593212224902,-0.9260623131513053,103.21100917431194,131.93277310924378,135.29411764705887,0.4300000000000002,0.46714285714285736,0.5404761904761909,32.80641400433065,30.43644313852649,32.81918927419579,28.536525011518496,32.91565420222738,26.83196484539167,95.83333333333331,97.57785467128026,98.5685071574642
2015-02-20,32.16,32.38,32.01,32.37,195793680,AAPL,31.770555717340986,31.02614479590411,30.51319431619826,-0.9188521138842195,-0.9705786803221175,103.74331550802141,110.38961038961041,134.93975903614464,0.4114285714285723,0.4371428571428577,0.5247619047619054,32.6672393998682,31.109903457274655,33.05775996932417,28.737954316390116,33.115774537166644,27.10613022473811,100.0,100.0,100.0
2015-02-23,32.51,33.25,32.41,33.25,283896448,AAPL,32.14043246277824,31.324653073306763,30.77117483831086,-0.9595821647218225,-1.0240933896585536,103.44827586206898,108.91364902506965,133.78640776699035,0.4442857142857157,0.442142857142858,0.5319047619047627,33.25166220270165,31.10548065444121,33.5234168667512,28.785154561820228,33.508697264068815,27.203683688312136,100.0,100.0,100.0
2015-02-24,33.23,33.4,32.79,33.04,276912512,AAPL,32.365331495224,31.554697946848957,30.984326968744657,-0.9712682996695207,-1.0719586792148876,119.58041958041966,115.68047337278111,140.70981210855956,0.46285714285714413,0.459285714285715,0.5342857142857149,33.49459537857699,31.271118907137293,33.797543259139005,28.993885312289567,33.78946010223137,27.379111326340055,85.81081081081075,94.03409090909088,96.47651006711409
2015-02-25,32.89,32.9,32.04,32.2,298846976,AAPL,32.32399763610843,31.641172144924408,31.098191259708265,-0.8812321538161126,-1.092575158234113,360.4651162790672,159.30735930735912,170.99236641221364,0.5271428571428584,0.4814285714285721,0.5566666666666672,33.439397576865595,31.449173851705844,33.8307256619747,29.290702909453874,33.86609679735706,27.676760345500078,18.604651162790866,70.17045454545462,82.38255033557051
2015-02-26,32.2,32.72,31.65,32.6,365150112,AAPL,32.392999460721725,31.769574267080486,31.238469650578285,-0.793121665809199,-1.1008718600252512,274.99999999999943,152.29007633587776,134.08662900188318,0.6100000000000014,0.5400000000000007,0.5666666666666673,33.43629610823081,31.63513246319776,33.884586182536964,29.611128103177332,33.772576611760506,28.275994816810922,42.98245614035103,81.53409090909095,85.29411764705887
2015-02-27,32.5,32.64,32.06,32.12,248059392,AAPL,32.32474868038158,31.816474467229142,31.32060502599339,-0.6674564761665089,-1.0879259722715098,-2566.6666666665656,166.94560669456084,169.6048632218846,0.644285714285715,0.5492857142857149,0.5609523809523813,33.4445096893106,31.609776024975115,33.71574625663836,30.121396600504497,33.77462857324704,28.587276188657725,0.8771929824559654,65.96385542168667,71.4646464646464
2015-03-02,32.31,32.57,32.08,32.27,192386656,AAPL,32.31106137263861,31.877142711572528,31.408863729711445,-0.5548260318324582,-1.0630810388510934,1056.249999999977,168.37606837606836,190.15748031496062,0.6885714285714296,0.5592857142857149,0.5409523809523814,33.42589953761808,31.674100462381915,33.47522918248642,30.69619938894214,33.847855421659325,28.7559541021502,13.274336283186313,64.36363636363647,75.25252525252533
2015-03-03,32.24,32.38,32.02,32.34,151265136,AAPL,32.318296084046324,31.939032224274335,31.495247614026262,-0.46400536154056193,-1.0309858356665735,-5000.000000001029,186.95652173913038,160.65573770491798,0.6871428571428575,0.5492857142857149,0.520476190476191,33.42600644500792,31.665422126420648,33.267166404759536,31.16711930952619,33.85530516776181,29.038980546523902,19.469026548673053,55.17241379310364,74.65181058495831
2015-03-04,32.27,32.39,32.08,32.13,126665360,AAPL,32.27122179674354,31.964557220216015,31.554025679809328,-0.3717573510253093,-0.9890443025113118,-55.35714285714337,298.9010989010984,183.4008097165992,0.6114285714285715,0.5278571428571437,0.4985714285714292,33.04902488594658,31.722403685481993,33.165743134728544,31.398542579557173,33.84415321866671,29.2853705908571,1.0869565217396844,31.70731707317091,68.80222841225634
2015-03-05,32.15,32.19,31.44,31.6,226068576,AAPL,32.10341563561956,31.915846012523318,31.558275715096624,-0.24637860631005243,-0.9297309290608539,-43.05555555555594,-23300.00000000434,233.50515463917532,0.6314285714285711,0.5471428571428577,0.516666666666667,32.78717927061639,31.572820729383604,33.16738245607175,31.39547468678539,33.762945724052685,29.551339990233043,0.0,0.0,53.125000000000036
2015-03-06,32.1,32.34,31.57,31.65,291368256,AAPL,31.99006136602519,31.880334434690134,31.566742053085985,-0.13580201071379194,-0.8620847178168323,-121.81818181818119,-1849.999999999986,247.15909090909125,0.6185714285714289,0.5728571428571436,0.5271428571428577,32.82727782771857,31.375579315138577,33.182140159522284,31.36357412619201,33.685266190623054,29.796638571281708,4.999999999999716,3.0303030303028606,54.5454545454545
2015-03-09,31.99,32.39,31.27,31.79,354113952,AAPL,31.940045905158257,31.868270575672653,31.587320550852098,-0.06172485603024868,-0.7940614930996719,-50.617283950617605,-1276.47058823528,243.09392265193398,0.6257142857142861,0.6178571428571438,0.5685714285714292,32.58846986280494,31.382958708623633,33.192262683588744,31.329165887839828,33.596166801097716,30.058118913187997,25.675675675675297,11.515151515151386,58.52272727272725
2015-03-10,31.6,31.8,30.95,31.13,275426336,AAPL,31.73753406640164,31.76969805563689,31.54522088786321,0.041792830314816405,-0.7137171725373476,-41.41414141414185,-185.71428571428584,314.28571428571473,0.6642857142857151,0.654285714285715,0.5876190476190483,32.70806478656861,30.980506642002826,33.29699114758819,31.074437423840383,33.41971222307279,30.36790682454625,0.0,0.0,36.14457831325299
2015-03-11,31.19,31.19,30.53,30.56,275755904,AAPL,31.4431501546226,31.608211256668323,31.45462819528302,0.17956780825497926,-0.6169083423826358,-15.204678362572949,-125.80645161290329,666.6666666666687,0.6885714285714292,0.6885714285714294,0.602380952380953,32.80266371026968,30.39733628973033,33.4869435595606,30.663056440439405,33.30551102833898,30.54210801928008,0.0,0.0,2.181818181818135
2015-03-12,30.58,31.23,30.41,31.11,193450880,AAPL,31.359862532113468,31.541713953070758,31.422972065466368,0.24977234483619185,-0.5261449272062041,-60.16260162601594,-177.77777777777845,685.2459016393456,0.754285714285715,0.7207142857142862,0.6176190476190483,32.471813415930825,30.376758012640597,33.47444491467331,30.495555085326696,33.23057609250359,30.675138193210707,35.03184713375792,20.44609665427511,20.44609665427511
2015-03-13,31.1,31.35,30.64,30.9,207309136,AAPL,31.244896812274998,31.45607492696329,31.37497944001897,0.29652981651166566,-0.4385690089300095,-60.16260162601594,-57.872340425532,-1081.2500000000016,0.8114285714285719,0.7114285714285717,0.622380952380953,32.145486777340054,30.3516560798028,33.219611638014186,30.41467407627154,33.25893513034721,30.61630296489089,27.642276422764205,13.70967741935483,12.639405204460955
2015-03-16,30.97,31.24,30.72,31.24,143497200,AAPL,31.243672608512952,31.42724242091852,31.362603153806678,0.2917087769517305,-0.36417764157880667,-299.99999999999716,-94.44444444444454,-921.6216216216214,0.7785714285714295,0.7050000000000003,0.6242857142857149,32.0396561041771,30.35462961010862,32.92876637957047,30.44837647757239,33.269236821317854,30.57076317868215,55.28455284552841,33.33333333333328,25.27881040892191
2015-03-17,31.48,31.83,31.41,31.76,204092416,AAPL,31.372754511211124,31.471640146261215,31.399012095677303,0.22236505229770434,-0.3120843549948988,1409.0909090908756,-504.54545454545416,-37700.00000000754,0.7285714285714288,0.6735714285714288,0.6247619047619053,32.0978214951118,30.32789279060248,32.86334295717547,30.450942757110255,33.268990017925844,30.570057601121785,97.5609756097563,58.82352941176477,44.60966542750938
2015-03-18,31.75,32.29,31.59,32.12,261083776,AAPL,31.559565942918233,31.558138863027132,31.465021162700314,0.11267341714125119,-0.28306205517867244,536.3636363636392,-454.16666666666333,2462.5000000000496,0.6685714285714285,0.6471428571428574,0.6347619047619053,32.3084909791376,30.21150902086239,32.73741614005816,30.50829814565612,33.279372761517706,30.57491295276801,100.0,87.64044943820194,57.992565055762
2015-03-19,32.19,32.31,31.85,31.87,183237952,AAPL,31.63717447573067,31.599741496563787,31.502074566633258,0.031711221614331986,-0.26332373510305856,239.1891891891885,-872.0000000000139,-1200.0000000000066,0.6128571428571428,0.6385714285714289,0.640476190476191,32.49884311880457,30.232585452623997,32.69294089205957,30.51705910794043,33.25977703018291,30.564984874579004,83.97435897435919,73.59550561797747,48.69888475836437
2015-03-20,32.06,32.1,31.29,31.48,274780544,AAPL,31.59788084975707,31.58376892668406,31.50005604350529,0.008432754639644817,-0.2412474851650141,192.3913043478257,-256.9620253164544,-590.4761904761923,0.6342857142857145,0.6614285714285718,0.6704761904761911,32.37991986074843,30.614365853537276,32.56770702437669,30.52943583276617,33.23931727751787,30.52544462724403,47.540983606557575,51.68539325842693,34.20074349442384
2015-03-23,31.78,31.96,31.63,31.8,150838688,AAPL,31.648410644108537,31.61261074900781,31.52746867089819,-0.018811689839128704,-0.2252006231337895,223.18840579710087,-422.22222222221933,-663.1578947368464,0.5642857142857147,0.6592857142857148,0.668571428571429,32.42948940670349,30.76193916472509,32.436797629557724,30.583202370442272,33.19388844611567,30.516587744360518,73.77049180327894,78.98089171974516,46.09665427509299
2015-03-24,31.81,32.01,31.64,31.67,131369216,AAPL,31.653807983625416,31.62026518211131,31.540488671125548,-0.0303944552152965,-0.21027817697926068,199.99999999999906,-495.6521739130418,-183.54430379746867,0.5157142857142857,0.6635714285714288,0.6461904761904764,32.271147116131736,31.14028145529684,32.33964114508508,30.614644569200635,32.95728501222088,30.602714987779127,48.86363636363679,71.1538461538464,44.758064516129146
2015-03-25,31.64,31.7,30.84,30.84,206620704,AAPL,31.450355972339143,31.51619997927195,31.476528288744774,0.035128972422875694,-0.1787424002719308,-300.0000000000009,-299.9999999999989,-131.81818181818193,0.5642857142857142,0.6714285714285718,0.6580952380952383,32.46068214117372,30.836460715969128,32.34560983316614,30.500104452548147,32.77027451559345,30.580201674882733,0.0,17.948717948718038,13.725490196078468
2015-03-26,30.69,31.22,30.65,31.06,190291472,AAPL,31.35276697372144,31.455358192876947,31.43851100122951,0.09203221778152827,-0.1434687758209852,-128.57142857142736,-415.25423728813564,-273.68421052631504,0.585714285714286,0.6571428571428574,0.6442857142857145,32.462641343579804,30.634501513563055,32.31262594497137,30.448802626457198,32.71974999219665,30.52215476970811,17.187499999999943,32.05128205128208,24.509803921568597
2015-03-27,31.14,31.18,30.73,30.81,158184608,AAPL,31.217075224521185,31.369291893959044,31.381166469044224,0.15330249614095062,-0.10245193751585494,-41.2213740458015,-235.7142857142855,-151.9553072625698,0.5500000000000002,0.6092857142857143,0.614761904761905,32.26589368565729,30.45696345719986,32.25730214293015,30.364126428498423,32.59243698214073,30.478991589287837,0.0,16.02564102564104,14.044943820224681
2015-03-30,31.01,31.6,31.0,31.59,188398688,AAPL,31.31030642136418,31.398725136380634,31.40021389238115,0.13497949656249725,-0.07679922722360348,-471.4285714285695,671.7391304347814,-660.3773584905691,0.5700000000000003,0.5914285714285715,0.615714285714286,32.14178853887585,30.501068603981295,32.295059563195096,30.392083293947763,32.53336379310855,30.48758858784383,78.78787878787874,66.02564102564116,57.86516853932575
2015-03-31,31.52,31.62,31.09,31.11,168362208,AAPL,31.260229814825372,31.36022222177019,31.373751803389716,0.1327885605812362,-0.05141895859891868,-356.7567567567558,561.8181818181813,-288.7931034482747,0.5300000000000001,0.5821428571428573,0.617619047619048,32.08893139601871,30.44821146112415,32.23523584422726,30.530478441487027,32.430012305968305,30.48046388450789,30.303030303030315,22.900763358778704,30.89887640449434
2015-04-01,31.2,31.28,30.77,31.06,162485744,AAPL,31.21017236022105,31.32018697820279,31.34515128255212,0.1374955210370387,-0.026562422265671824,-135.13513513513476,-5079.999999999891,-256.2499999999989,0.5557142857142858,0.5600000000000003,0.6247619047619052,31.84224061686982,30.483473668844464,32.236991573341896,30.521579855229536,32.293876097261645,30.494695331309774,29.069767441860368,19.083969465648874,31.847133757961704
2015-04-02,31.26,31.39,31.05,31.33,128880528,AAPL,31.240129270568836,31.321495540138024,31.343770486085095,0.11801305597855175,-0.009199827159783803,-373.529411764702,653.4883720930231,-443.7499999999974,0.5514285714285718,0.5335714285714287,0.6261904761904764,31.6599177200496,30.568653708521836,32.22342580390684,30.59657419609315,32.19030020975015,30.522080742630806,66.66666666666652,39.694656488549626,49.35897435897437
2015-04-06,31.12,31.88,31.08,31.84,148775904,AAPL,31.390096954439908,31.390636750459525,31.388983682355097,0.05007182262556229,-0.00812150624164963,178.0000000000001,496.6666666666656,1691.6666666666763,0.5428571428571435,0.5535714285714288,0.628571428571429,31.966669862568438,30.547615851717275,32.290562013649605,30.615152272064684,32.222087414778485,30.5131506804596,100.0,78.62595419847345,82.05128205128219
2015-04-07,31.91,32.03,31.5,31.5,140049072,AAPL,31.417572716037867,31.40521984824206,31.399096698072707,0.008431755787305307,-0.009502233840626356,354.54545454545405,-946.1538461538389,-2673.333333333369,0.5371428571428579,0.5614285714285719,0.6171428571428575,32.02597450378864,30.614025496211354,32.25399351534707,30.614577913224363,32.207505734009935,30.513446646942445,66.99029126213597,52.67175572519099,60.25641025641038
2015-04-08,31.46,31.6,31.24,31.4,149316976,AAPL,31.41317953700346,31.40452381341228,31.399178968950476,-0.008156528693288189,-0.010102059188530545,264.4067796610175,-291.6666666666673,-992.307692307691,0.5242857142857156,0.5371428571428579,0.5809523809523814,31.948449555158938,30.86012187341249,32.10133538818608,30.66437889752821,32.16617702390604,30.51763249990349,43.589743589743506,55.66037735849043,53.846153846153875
2015-04-09,31.46,31.64,31.16,31.64,129935896,AAPL,31.469884652993994,31.43592279110091,31.42110874930937,-0.033290261536376965,-0.015258925358579789,2039.9999999999818,-1017.391304347826,805.8823529411734,0.5071428571428582,0.5385714285714293,0.5633333333333338,31.96813658243921,30.854720560417928,32.04641079485488,30.686446348002267,32.194284098686744,30.538096853694217,74.35897435897448,80.58252427184475,69.23076923076941
2015-04-10,31.49,31.8,31.32,31.77,160751808,AAPL,31.544913489985042,31.480469065952857,31.452874805664628,-0.06599800691448046,-0.02549683490365465,174.24242424242453,851.7241379310371,350.4132231404958,0.500000000000001,0.5150000000000006,0.5547619047619052,32.047545396283404,30.963883175145167,32.098952190793725,30.675333523491997,32.181713902751206,30.66590514486784,91.02564102564101,93.20388349514562,73.28244274809174
2015-04-13,32.09,32.14,31.65,31.71,145460496,AAPL,31.586185117587608,31.511074766639624,31.476282426664582,-0.08788355665593857,-0.03675152863922234,176.92307692307668,-2388.888888888891,614.9999999999991,0.4971428571428582,0.526428571428572,0.5390476190476196,31.9842186890614,31.212924168081457,32.0779379794603,30.68349059196827,32.20582384369795,30.698938061063952,74.5098039215689,87.37864077669913,68.7022900763361
2015-04-14,31.75,31.82,31.48,31.57,102098368,AAPL,31.582138838183443,31.518931815096938,31.484813007722437,-0.08833011735310037,-0.04482846270533017,366.66666666666464,-2149.9999999999686,550.7462686567153,0.4971428571428582,0.524285714285715,0.5214285714285719,31.94220361219993,31.32351067351436,32.05999391084877,30.68714894629409,32.195019741290736,30.773551687280683,38.63636363636391,73.78640776699037,58.015267175572696
2015-04-15,31.6,31.78,31.5,31.7,115881680,AAPL,31.61160412867727,31.543075173641924,31.504398006184605,-0.09097706923822767,-0.053145805734141245,-357.1428571428555,265.11627906976776,756.5217391304334,0.422857142857144,0.4828571428571437,0.5100000000000006,31.874063137099583,31.351651148614707,32.06754066454865,30.802459335451346,32.2136500493245,30.798730903056455,81.08108108108105,86.40776699029122,67.93893129771004
2015-04-16,31.57,31.77,31.53,31.54,113475952,AAPL,31.593703096489868,31.542665136743754,31.507637941571208,-0.07853151623062715,-0.0575351994403777,1250.0000000000273,429.16666666666686,-1345.4545454545296,0.38142857142857217,0.459285714285715,0.501428571428572,31.869815949951338,31.367326907191526,32.06524463314422,30.873326795427214,32.19384239512028,30.797586176308297,37.83783783783789,70.87378640776696,55.72519083969474
2015-04-17,31.39,31.54,31.11,31.19,207828192,AAPL,31.492777322290934,31.49564175230367,31.4787342679562,-0.03315966363899179,-0.051736078273171254,-238.0952380952411,542.105263157892,-279.5698924731196,0.39142857142857174,0.45785714285714363,0.48857142857142916,31.975254515250196,31.201888341892666,31.9886203503651,31.00423679249204,32.099418871179545,30.803438271677596,0.0,16.66666666666697,35.84905660377375
2015-04-20,31.39,32.03,31.29,31.9,188217248,AAPL,31.59458299177605,31.549557542926873,31.517064302456603,-0.04542661619510327,-0.055173846308842714,373.0769230769243,641.9354838709696,11033.333333334253,0.4285714285714291,0.4678571428571437,0.5019047619047625,32.079565530485695,31.171863040942874,32.054818050528525,30.98232480661433,32.10484311991926,30.800871165795023,100.0,100.0,100.0
2015-04-21,32.02,32.05,31.67,31.73,129740224,AAPL,31.62843724384647,31.573617062245162,31.536437324758694,-0.05803702938884015,-0.06008409650058341,-2100.0000000000396,320.96774193548305,1324.000000000001,0.4142857142857141,0.4571428571428576,0.48142857142857176,32.06631827208799,31.17368172791201,32.054286992075994,31.071427293638298,32.1278642814012,30.801659528122602,76.05633802816918,79.76190476190497,84.40366972477081
2015-04-22,31.75,32.22,31.58,32.16,150618016,AAPL,31.76132793292733,31.651802932670627,31.593165387237065,-0.1027518144497412,-0.07449482894188553,282.2222222222232,220.0,950.0000000000094,0.43571428571428533,0.46642857142857175,0.49619047619047646,32.29166886001326,31.076902568558168,32.13824038491728,31.14461675793986,32.19791088052714,30.76589864328238,100.0,100.0,100.0
2015-04-23,32.08,32.6,32.03,32.42,183083616,AAPL,31.925995949734972,31.754230887233298,31.66838104349612,-0.16770962628808955,-0.09891123946281309,179.99999999999943,221.100917431192,490.66666666666697,0.46857142857142825,0.4828571428571432,0.5057142857142861,32.61333277178752,30.998095799641053,32.33360030599129,31.104971122580142,32.339954861308385,30.695283233929704,100.0,100.0,100.0
